"id","village_name","district_id"
"2017","NDAONAZINO","21"
"2018","MANYOWE TRADING CENTRE","21"
"2019","KAMTUMBIZA","21"
"2020","KAFELE","21"
"2021","LAISON","21"
"2022","CHABWELA","21"
"2023","KUNTHEMBWE","21"
"2024","CHITAMBULI","21"
"2025","ADIKACHINA","21"
"2026","CHAKHUMBILA","21"
"2027","CHIOTCHA","21"
"2028","CHIMTENDERE","21"
"2029","CHETABULO","21"
"2030","CHITSOTSO","21"
"2031","CHIMWALA","21"
"2032","CHEMALIRO","21"
"2033","CHEWILARD","21"
"2034","KAMPINI","21"
"2035","BEULA","21"
"2036","DAWA","21"
"2037","CHIKOWA TRADING CENTRE","21"
"2038","DZUNGA TRADING CENTRE","21"
"2039","GWADANI","21"
"2040","MABULENI","21"
"2041","KANYANDA","21"
"2042","ISSA","21"
"2043","CHIKONG'A","21"
"2044","SIMONI","21"
"2045","ZAPELEWERA","21"
"2046","KATUNGA","21"
"2047","NJANJI","21"
"2048","GOLIATI","21"
"2049","TIYANKHULENJI","21"
"2050","JAMBENI","21"
"2051","WINDANI","21"
"2052","MASOANYENGA","21"
"2053","BANDUWELO","21"
"2054","BILIATI TRADING CENTRE","21"
"2055","MAKANJIRA","21"
"2056","CHIMPANGO","21"
"2057","CHAZEMBA","21"
"2058","LUBAILI","21"
"2059","KUSENA","21"
"2060","GANDA","21"
"2061","GELEMU","21"
"2062","MWALIJA","21"
"2063","ENI APAWO","21"
"2064","DAELO","21"
"2065","CHIVUTA","21"
"2066","MNENULA","21"
"2067","BULEMANI","21"
"2068","CHAWESA","21"
"2069","KAMETE","21"
"2070","KAINGA","21"
"2071","MAKANJIRA TRADING CENTRE","21"
"2072","NKUYU TRADING CENTRE","21"
"2073","CHIKUMBU","21"
"2074","KAMWETSA","21"
"2075","CHIUZILIRO","21"
"2076","ZAMAKWELI","21"
"2077","CHINGALA","21"
"2078","BWITIKA","21"
"2079","CHE BITA","21"
"2080","SAMUELI","21"
"2081","SITIVINI","21"
"2082","KABWELEKELA","21"
"2083","JIYA","21"
"2084","JEKESENI","21"
"2085","MALIRE","21"
"2086","CHUMACHIYENDA","21"
"2087","CHIPETO","21"
"2088","SEMU","21"
"2089","MAKANDA","21"
"2090","ALIYA","21"
"2091","CHIKUMBU TRADING CENTRE","21"
"2092","MAJOLA","21"
"2093","ZIYENDA","21"
"2094","CHIGUNKHA","21"
"2095","NAMWINA","21"
"2096","CHATEMBENUKA","21"
"2097","RICHARD","21"
"2098","SABANTINI","21"
"2099","MIKESI","21"
"2100","GWANGWALA","21"
"2101","LANKESI","21"
"2102","BATIMONI","21"
"2103","MWINIBWALO","21"
"2104","MCHENGA TRADING CENTRE","21"
"2105","MTENJE","21"
"2106","MOFFATI","21"
"2107","KAMELA","21"
"2108","CHISEMBWERE","21"
"2109","MAFUKENI","21"
"2110","WITINESI","21"
"2111","MANZI","21"
"2112","NCHODOLA","21"
"2113","CHAKWANA","21"
"2114","ZAMKUTU","21"
"2115","MKALADZI TRADING CENTRE","21"
"2116","IMBWA","21"
"2117","GUMENI","21"
"2118","KUDZIKO","21"
"2119","MPHWINIZA","21"
"2120","CHILIM'BWALO","21"
"2121","CHAGWIRAUTA","21"
"2122","CHILINDIINE","21"
"2123","ZWACHI","21"
"2124","CHANGALA","21"
"2125","CHEUZENI","21"
"2126","KHAUNI","21"
"2127","CHIDINA","21"
"2128","GUMENI TRADING CENTRE","21"
"2129","DZIKUPI","21"
"2130","MTENGELENI","21"
"2131","MALIPO","21"
"2132","DZIFUNIKA","21"
"2133","LOBELA","21"
"2134","LUSINEYA","21"
"2135","BWATIKE","21"
"2136","KWACHEYA","21"
"2137","KABULUZI","21"
"2138","KALIATI","21"
"2139","CHASWANTHAKA","21"
"2140","CHILAULO","21"
"2141","LISANGWI","21"
"2142","MPINDO","21"
"2143","JELASI","21"
"2144","JUMA","21"
"2145","AINOSI","21"
"2146","M'JOMBA","21"
"2147","GOLODENI","21"
"2148","KALIATI TRADING CENTRE","21"
"2149","GOMANI","21"
"2150","TWAYA","21"
"2151","KABALAZA","21"
"2152","FOSTER LARI","21"
"2153","MAULANA","21"
"2154","MOSES","21"
"2155","BITO","21"
"2156","CHITHONJE","21"
"2157","IDESI","21"
"2158","MKOMADZI TRADING CENTRE","21"
"2159","KAMOYO","21"
"2160","MPAKULENI","21"
"2161","KANTHUNKAKO","21"
"2162","AKADACHIONA","21"
"2163","MUYENDANJIRA","21"
"2164","KULONDA","21"
"2165","DWANYA","21"
"2166","M'DAONANJI","21"
"2167","M'BWINJA","21"
"2168","CHANZA TRADING CENTRE","21"
"2169","RODA","21"
"2170","MANDEVU","21"
"2171","CHABELUKA","21"
"2172","CHIKULUNGENI","21"
"2173","TSONGA","21"
"2174","MAPONDELA","21"
"2175","CHILEMBWE","21"
"2176","MULODZA","21"
"2177","LESA SCHOOL TRADING CENTRE","21"
"2178","MZINGALA","21"
"2179","CHIKIRA","21"
"2180","CHIPUTULA","21"
"2181","KHOMANI","21"
"2182","TIGAWANENJI","21"
"2183","JONASI","21"
"2184","KAMWENDO","21"
"2185","BALUWA","21"
"2186","TEDZANI TRADING CENTRE","21"
"2187","LEKADALA NAMPUTU","21"
"2188","CHIMKWINYA","21"
"2189","CHIMPHANDA","21"
"2190","PESULO","21"
"2191","MWAZILINGA","21"
"2192","KWAPITA BANDE","21"
"2193","MBENGWE TRADING CENTRE","21"
"2194","MVUNDULA","21"
"2195","KUZOOLE","21"
"2196","CHATHAMANGA","21"
"2197","CHEMULI","21"
"2198","MARY","21"
"2199","KAPANDA","21"
"2200","MILIONI","21"
"2201","THOMU","21"
"2202","MVUNDULA TRADING CENTRE","21"
"2203","M'BANDA","21"
"2204","ANDISENI","21"
"2205","MAGOMBO","21"
"2206","MKUMBANCHIRI","21"
"2207","TSOKA LA MBWANI","21"
"2208","CHALAKA NYANI KUTHABA","21"
"2209","MATEWERE","21"
"2210","DZABALA","21"
"2211","CHISANGALAL TRADING CENTRE ","21"
"2212","MWAIWALA","21"
"2213","IMFAYACHEDWA","21"
"2214","KUBALA","21"
"2215","CHATULUKA","21"
"2216","APATSA ANKHOKWE","21"
"2217","CHIYEMBEKEZO","21"
"2218","RABSONI","21"
"2219","ANYADA","21"
"2220","DIVALA","21"
"2221","DICKSON","21"
"2222","KATAMBAZOLO TRADING CENTRE","21"
"2223","NGOLEKA","21"
"2224","CHEKOPE","21"
"2225","GILIBATI","21"
"2226","LAISON","21"
"2227","MODESITA","21"
"2228","CHELONE","21"
"2229","CHELALE","21"
"2230","M'DIDI TRADING CENTRE","21"
"2231","KUNTHAWIRA","21"
"2232","TABIYA","21"
"2233","MULANDU","21"
"2234","TIYANG'ANIRE","21"
"2235","CHIWEMBU","21"
"2236","LIZEMBA","21"
"2237","MAKALA","21"
"2238","KUNTHAWIRA TRADING CENTRE","21"
"2239"," KADIKIRA","21"
"2240","CHINKHANDWE","21"
"2241","MKWEZALAMBA","21"
"2242","NKHUMBA","21"
"2243","MOFOLO","21"
"2244","CHIKULI TRADING CENTRE","21"
"2245","MAKUNJE","21"
"2246","CHASOKERA","21"
"2247","KUMBILINA","21"
"2248","TELEZINA","21"
"2249","DZUDA","21"
"2250","SALIMA","21"
"2251","ROBERT","21"
"2252","BATUMEYO","21"
"2253","SITANDE TRADING CENTRE","21"
"2254","SITANDE KUMBILINA","21"
"2255","GALUFU","21"
"2256","MASALINA","21"
"2257","ODILO","21"
"2258","MULONGOTI","21"
"2259","KAMOWA","21"
"2260","JUMBE","21"
"2261","CHATEPA","21"
"2262","CHIBWEYA","21"
"2263","BWEMBA TRADING CENTRE","21"
"2264","MALUME","21"
"2265","MPUTENI","21"
"2266","PITILOSI","21"
"2267","NAMBEMBE","21"
"2268","KHOMBE","21"
"2269","JOHN","21"
"2270","MUNDALO","21"
"2271","CHIGOMILE","21"
"2272","LUNDU TRADING CENTRE","21"
"2273","WILLIAM","21"
"2274","KAMWIRI I","21"
"2275","DASITANI","21"
"2276","KAMWIRI II","21"
"2277","ZAMANEMBA","21"
"2278","TCHENGA","21"
"2279","KAMPINZA","21"
"2280","CHATENGA","21"
"2281","KAPYEPYE","21"
"2282","PINDANI","21"
"2283","CHIKWELA","21"
"2284","CHIWAYA","21"
"2285","MAOLE","21"
"2286","EBELE","21"
"2287","KANYETENZA TRADING CENTRE","21"
"2288","MKUMBA","21"
"2289","JOLODANI","21"
"2290","NAKHWALA","21"
"2291","CHOMBO","21"
"2292","MKWANDA","21"
"2293","LIPUNGAMA","21"
"2294","MBUNI","21"
"2295","YOTAMU","21"
"2296","SUMANI","21"
"2297","GOMBE","21"
"2298","CHIMWALA","21"
"2299","CHIWASA","21"
"2300","CHIBAYA","21"
"2301","MATHUMBA","21"
"2302","NCHIWANTHA","21"
"2303","SAIDI","21"
"2304","MBONI TRADING CENTRE","21"
"2305","MALENGA","21"
"2306","DZIMWE","21"
"2307","CHIGWILE","21"
"2308","WELA","21"
"2309","MATOPE","21"
"2310","PITALA","21"
"2311","MDINDE","21"
"2312","KUCHIRI","21"
"2313","CHATAMA","21"
"2314","DAMA","21"
"2315","WASI-NKWAILA","21"
"2316","NAMIKOKO TRADING CENTRE","21"
"2317","UNDI","21"
"2318","CHIKALE","21"
"2319","SAIMALA","21"
"2320","NTALIKA","21"
"2321","M'BUKA","21"
"2322","CHANDE I","21"
"2323","CHANDE  II","21"
"2324","KUMBEWE","21"
"2325","MPOSA","21"
"2326","MWASIYA","21"
"2327","KUTAUSI","21"
"2328","NTOTELA","21"
"2329","CHIGODI TRADING CENTRE","21"
"2330","LUNDU ","21"
"2331","MATCHOWA","21"
"2332","MALIKO","21"
"2333","SAWASAWA","21"
"2334","LIWOKO","21"
"2335","MPENYA","21"
"2336","CHING'AMBA","21"
"2337","CHITENGA","21"
"2338","SAPULI","21"
"2339","KATIMBA","21"
"2340","MPUHUWA","21"
"2341","MAKAWA","21"
"2342","MASUWA","21"
"2343","KAITENI","21"
"2344","MANKHAMBA","21"
"2345","NTAMBALIKA","21"
"2346","KHAZABETI","21"
"2347","MITOLE I","21"
"2348","MITOLE II","21"
"2349","MPEMBA","21"
"2350","KATETE I TRADING CENTRE","21"
"2351","LUNGUZI ","21"
"2352","SAMALIYA","21"
"2353","TCHOLERA","21"
"2354","MASAKAPENDE","21"
"2355","NTUSA","21"
"2356","MAGOBO","21"
"2357","SITIMA","21"
"2358","MALAMU","21"
"2359","BOTA","21"
"2360","MBENDELA","21"
"2361","M'CHENGA","21"
"2362","MALUWA","21"
"2363","CHIBWEYA","21"
"2364","KALICHELO","21"
"2365","MALISENI","21"
"2366","KADEWELE","21"
"2367","M'BOOLA","21"
"2368","YUNUSU","21"
"2369","NANKHOMBE","21"
"2370","TAFIKA CBCC TRADING CENTRE","21"
"2371","SOMBA","21"
"2372","SHAKILA","21"
"2373","FUNDI","21"
"2374","KAMANJE","21"
"2375","MASANJALA","21"
"2376","MATENGO","21"
"2377","SOMOLA","21"
"2378","NKAKOSYA","21"
"2379","SOLOMO","21"
"2380","MAKINA","21"
"2381","MAILOSI","21"
"2382","JAMALI","21"
"2383","MPOPO","21"
"2384","SITUWADI","21"
"2385","TEPEKA","21"
"2386","PUNGULANI","21"
"2387","LILANGWE TRADING CENTRE","21"
"2388","ANDERSON","21"
"2389","ALEYI","21"
"2390","MPOTO","21"
"2391","MAPANDA","21"
"2392","MAWELA","21"
"2393","MPINGA","21"
"2394","ADSON","21"
"2395","CHIKAPA TRADING CENTRE","21"
"2396","MACHINJIRI","21"
"2397","CHIMSEWU","21"
"2398","CHIWUMBULU","21"
"2399","CHIGOJO","21"
"2400","CHIMTENGO","21"
"2401","M'NSONGA","21"
"2402","KATSIZI","21"
"2403","DOKOTALA","21"
"2404","JALASI","21"
"2405","DAVIDE","21"
"2406","KACHISWE","21"
"2407","MIJOGA","21"
"2408","LUWANDA TRADING CENTRE","21"
"2409","LIKOMBA","21"
"2410","LIKOSWE","21"
"2411","LIDI","21"
"2412","NKHALAMBA","21"
"2413","NINKAWA","21"
"2414","CHAKANIKA","21"
"2415","YOSEFE","21"
"2416","CHING'AMBA","21"
"2417","KHWAKHWA","21"
"2418","NDISALE","21"
"2419","SAPULI","21"
"2420","CHIKALE","21"
"2421","NKHALAMBA TRADING CENTRE","21"
"2422","MBAYANI","21"
"2423","KWACHELA","21"
"2424","MWACHANDE","21"
"2425","SUYA","21"
"2426","MDALA","21"
"2427","KAMEZA I","21"
"2428","KAMEZA II","21"
"2429","MTAMBASALE","21"
"2430","MBUKA","21"
"2431","CHATHA","21"
"2432","MUSSA MAGASSA TRADING CENTRE","21"
"2433","CHILIMBA TRADING CENTRE","21"
"2434","MBAYANI TRADING CENTRE","21"
"2435","BWANA HAJIH","21"
"2436","NAMONDE","21"
"2437","MBWANDA","21"
"2438","CHING'ANDA","21"
"2439","NASILI","21"
"2440","JULIUS","21"
"2441","CHIMWAZA","21"
"2442","AREA I TRADING CENTRE","21"
"2443","MALUNGA","21"
"2444","MULENGA","21"
"2445","NKOMBEZI","21"
"2446","DANIEL","21"
"2447","GWALADI","21"
"2448","SOLOBALA","21"
"2449","MASAJIRI","21"
"2450","CHING'OMBE","21"
"2451","MWAZANGA","21"
"2452","MAKWELANI","21"
"2453","KALIYATI","21"
"2454","KENI TRADING CENTRE","21"
"2455","CHINGA'MBA MASEPU","21"
"2456","MULOMBA","21"
"2457","UNDI","21"
"2458","MASELEMA","21"
"2459","MACHIRA","21"
"2460","MITEPA","21"
"2461","KWENJE","21"
"2462","MKHALAMBA TRADING CENTRE","21"
"2463","MTENJE","21"
"2464","NAMULA","21"
"2465","SUKALI","21"
"2466","M'NGAWAMADZI","21"
"2467","MWANDAMA","21"
"2468","KAJAWO","21"
"2469","MICHONGWE","21"
"2470","MAKARINGA","21"
"2471","MKOKO","21"
"2472","MAHOKA","21"
"2473","KAZEMBE","21"
"2474","NANGUMI","21"
"2475","CHIGUMULA TRADING CENTRE","21"
"2476","LAITI","21"
"2477","PADOKO","21"
"2478","MAZIYA","21"
"2479","NKOZOMBA","21"
"2480","CHAMBWIJA I","21"
"2481","GOMBELA","21"
"2482","MKAWANJIKA","21"
"2483","KAMPAZAZA","21"
"2484","LAMBATI","21"
"2485","MASAKA","21"
"2486","CHAWUWA","21"
"2487","CHIMKONDE","21"
"2488","NDIWOMBOLE","21"
"2489","LICHANDA","21"
"2490","SYMONI","21"
"2491","CHIPANDE","21"
"2492","CHIMBIYA","21"
"2493","CHINSINGA","21"
"2494","PHOYA","21"
"2495","SAMBANI","21"
"2496","MKONDO","21"
"2497","MATEMBA","21"
"2498","CHAMBWINJA II","21"
"2499","MALOPA","21"
"2500","MTUKULA","21"
"2501","MPHWELE","21"
"2502","NKUNULE","21"
"2503","CHITSONGA","21"
"2504","MPAMANDA","21"
"2505","CHIWELE","21"
"2506","CHIKAPA","21"
"2507","NANTHOKA","21"
"2508","CHILEMBWE","21"
"2509","MAGOMBO","21"
"2510","GOMONDA","21"
"2511","M'NTUMAYIKA","21"
"2512","MALITI","21"
"2513","CHILOMONI","21"
"2514","CHINGOMANJE","21"
"2515","CHOPENGA","21"
"2516","NAITANGA","21"
"2517","USUBENI","21"
"2518","NKWEMBE","21"
"2519","KATELEKA","21"
"2520","CHILOMONI TRADING CENTRE","21"
"2521","BANDAWE","21"
"2522","MALIHA","21"
"2523","CHIPANDA","21"
"2524","CHISWE","21"
"2525","CHIPAGALA","21"
"2526","MWAMADI","21"
"2527","BUTAO","21"
"2528","MBALAME","21"
"2529","WISIKI","21"
"2530","BANGWE TRADING CENTRE","21"
"2531","MVULA TRADING CENTRE","21"
"2532","CHILAMBE","21"
"2533","WILLIAMU","21"
"2534","NALUSO","21"
"2535","MINYANGA","21"
"2536","CLUB BANANA TRADING CENTRE","21"
"2537","NYAKA","21"
"2538","SUMBULETA","21"
"2539","KAMPUNGA","21"
"2540","CHAWETA","21"
"2541","CHANDE","21"
"2542","CHIPENDO","21"
"2543","ANDREW","21"
"2544","MPHEPO","21"
"2545","KASOSOGOJA","21"
"2546","KAMPANI","21"
"2547","AMOTO","21"
"2548","SADICK","21"
"2549","MPHONYIWA","21"
"2550","KADEYA","21"
"2551","KACHERE TRADING CENTRE","21"
"2552","MAKATA ","21"
"2553","MASILIKALI","21"
"2554","CHOLOKOTO","21"
"2555","MTAMBA-NLOMBA","21"
"2556","MAKATA TRADING CENTRE","21"
"2557","NTOLERA","21"
"2558","GAWAZA","21"
"2559","MAJAMANDA","21"
"2560","CHAPOLA","21"
"2561","DOMWE","21"
"2562","NAMWALISIYO","21"
"2563","DOMWE TRADING CENTRE","21"
"2564","CHILIPA","21"
"2565","GOMANI","21"
"2566","MBEMBERE","21"
"2567","CHILIPA II","21"
"2568","M'GAMBO","21"
"2569","CHALIMBA","21"
"2570","KAMWENDO","21"
"2571","MAKOCHERA","21"
"2572","LINJEMESI","21"
"2573","CHAKWIYA","21"
"2574","MANJOMO","21"
"2575","CHIMTENGO I","21"
"2576","CHIMTENGO II","21"
"2577","KADEWERE","21"
"2578","SAILI","21"
"2579","SITAYA","21"
"2580","NJERAGA","21"
"2581","MALOPA","21"
"2582","MILLI","21"
"2583","SOMANJE","21"
"2584","MSAMBUZI","21"
"2585","MSUKWA","21"
"2586","CHIZOLA","21"
"2587","MALOYA","21"
"2588","SAPANGA","21"
"2589","MTAMBO-SIMAMA I","21"
"2590","MTAMBO-SIMAMA II","21"
"2591","MWASAMA","21"
"2592","MUHURA TRADING CENTRE","21"
"2593","MPOPO","21"
"2594","NAHAWA","21"
"2595","CHIKWEWE","21"
"2596","MBILIMA","21"
"2597","FRED I","21"
"2598","FRED II","21"
"2599","FRED III","21"
"2600","NTACHA","21"
"2601","ZAKHUTA TRADING CENTRE","21"
"2602","MPAGAJA I","21"
"2603","MBINDA","21"
"2604","CHIMWANGA","21"
"2605","MANYENJE I","21"
"2606","JUMBE CHIKHUNGWA","21"
"2607","JOHN NTONGA","21"
"2608","MANYENJE II","21"
"2609","MPAGAJA II","21"
"2610","MLANGA","21"
"2611","MWANDIKA","21"
"2612","SOMBA II","21"
"2613","MANDEBVU","21"
"2614","PEMBA","21"
"2615","SOMANJE","21"
"2616","ZIBODA","21"
"2617","MASUKU","21"
"2618","JIYA","21"
"2619","KABANGO","21"
"2620","BENI","21"
"2621","MALEKWA","21"
"2622","NASIYAYA","21"
"2623","CHINGOTA","21"
"2624","CHIKUNJE","21"
"2625","NAKANJE","21"
"2626","NTONDA","21"
"2627","MINGOLE","21"
"2628","NKHALAMBA","21"
"2629","NANKUMBA","21"
"2630","BAKILI","21"
"2631","MKWAPATIRA","21"
"2632","TALEMBA","21"
"2633","HERANI","21"
"2634","MAKANJIRA","21"
"2635","NAPHONERA","21"
"2636","CHIKAONDA","21"
"2637","M'MANGA","21"
"2638","LOMOSI","21"
"2639","LUWAYO","21"
"2640","AKEDI","21"
"2641","MWANGATA TRADING CENTRE","21"
"2642","KANGASULA","21"
"2643","MALUWA","21"
"2644","GOMBE","21"
"2645","JUMA","21"
"2646","MATOWA","21"
"2647","NAMONDE","21"
"2648","MATANDA","21"
"2649","MALONGA II","21"
"2650","BINALI","21"
"2651","MTUTA","21"
"2652","MATALALA","21"
"2653","NGUKU","21"
"2654","NJOLOMOLE","21"
"2655","CHULE","21"
"2656","MKWEZALAMBA","21"
"2657","INUSU KACHULU","21"
"2658","JUMBE","21"
"2659","MULESO","21"
"2660","MAKALANI","21"
"2661","MABALA I","21"
"2662","MABALA II","21"
"2663","CHIMOYO","21"
"2664","CHIMALA","21"
"2665","TAPANI","21"
"2666","MUHEKU","21"
"2667","MANG'OMA","21"
"2668","AMOSI","21"
"2669","CHITIMBE","21"
"2670","LOLEJE","21"
"2671","KANTIMBANYA","21"
"2672","KAPALALIZA","21"
"2673","FELLO","21"
"2674","MUDE","21"
"2675","KANYOLA","21"
"2676","KASALABANDE","21"
"2677","ZONSEZI","21"
"2678","CHEPUKA","21"
"2679","CHIKALEMA","21"
"2680","STONKEN","21"
"2681","MADZIABANGO TRADING CENTRE","21"
"2682","MWAMBULA","21"
"2683","RUBEN","21"
"2684","MISUPANI","21"
"2685","TAMBALA","21"
"2686","JOSAMU","21"
"2687","CHONGO","21"
"2688","KULUWEMBA","21"
"2689","KULOYA","21"
"2690","MPINGO II","21"
"2691","KUNTELERA","21"
"2692","KANTUKULE","21"
"2693","DISI LUNDU","21"
"2694","BIBA","21"
"2695","CHEMUSA","21"
"2696","LESTEN","21"
"2697","KALITSIRO","21"
"2698","MUUZANA","21"
"2699","CHILUNDUKA","21"
"2700","CHITEKWE","21"
"2701","NSELEMA","21"
"2702","NZERU","21"
"2703","JALIWA","21"
"2704","NKOKA I","21"
"2705","NKOKA II","21"
"2706","NKHAZIKA","21"
"2707","SAMILEKI","21"
"2708","MAKADANI","21"
"2709","CHADZUKA","21"
"2710","CHINKHOMBO","21"
"2711","CHIDYANGOLA","21"
"2712","DANKENI","21"
"2713","MPINGO I","21"
"2714","NANZE","21"
"2715","DWALE","21"
"2716","KHUDU","21"
"2717","CHAMBA","21"
"2718","SANGANIZA","21"
"2719","KHUNJU","21"
"2720"," SOMBA I","21"
"2721","CHAWANJE","21"
"2722","NSITO","21"
"2723","KAZEMBE","21"
"2724","MAKANYANA","21"
"2725","NJOLOMA","21"
"2726","PAMPALA","21"
"2727","MAGAGA","21"
"2728","THOMPELERA","21"
"2729","MPEMBA TRADING CENTRE","21"
"2730","MWANGATA","21"
"2731","KAMBALAME","21"
"2732","KUMWAMBE","21"
"2733","MWENGO","21"
"2734","NJOWE","21"
"2735","NDILE","21"
"2736","DAVIDE","21"
"2737","JOHN TUNG'ANDE","21"
"2738","CHUNGA","21"
"2739","CHADZUNDA TRADING CENTRE","21"
"2740","JANA","21"
"2741","SUKALI","21"
"2742","MWAMADI","21"
"2743","CHIKOJA","21"
"2744","MBANDE","21"
"2745","MALONGA I","21"
"2746","ULONGWE","21"
"2747","PASONJE","21"
"2748","CHIKOWA","21"
"2749","CHIMBONA II","21"
"2750","CHIWEWE","21"
"2751","MBOMA","21"
"2752","KALOLO","21"
"2753","MALANGA","21"
"2754","SIMIYONI MTAMBO","21"
"2755","BOTA","21"
"2756","KAJIYA","21"
"2757","MANES MANGOMBO","21"
"2758","SIKOTI","21"
"2759","MWEMBELE","21"
"2760","MASAMBA","21"
"2761","LUKA","21"
"2762","KAKODWA","21"
"2763","MBOOLA","21"
"2764","SOLOMONI","21"
"2765","NTETHE","21"
"2766","SAILESI","21"
"2767","MALEKANO","21"
"2768","KUMBENDERA","21"
"2769","WAILESI","21"
"2770","CHASEMPHANA","21"
"2771","NAMBAJA","21"
"2772","MBWANA","21"
"2773","SAMKWECHE","21"
"2774","SUWEJE","21"
"2775","KUMBOKOLA","21"
"2776","LING'AWA","27"
"2777","MBENDERANA","27"
"2778","CHIKWAWA DISTRICT HOSPITAL","27"
"2779","FATHER'S HOUSE","27"
"2780","DISTRICT COUNCIL LINES","27"
"2781","D C'S LINES","27"
"2782","PRESS CANE SENIOR STAFF","27"
"2783","RDP OFFICE & HOUSES","27"
"2784","MZIMU WOYERA SEMINARY","27"
"2785","CHIKWAWA PRIMARY","27"
"2786","ST MICHAELS C.D.S.S","27"
"2787","ISLAMIC CENTRE","27"
"2788","CHIKWAWA SEC SCHOOL","27"
"2789","MITOLE PRIMARY","27"
"2790","CHIKWAWA TRADING CENTRE","27"
"2791","DYERATU","27"
"2792","CHIKWAWA PRISON","27"
"2793","LENGWE NATIONAL PARK","27"
"2794","MAJETE GAME RESERVE - CHIKWAWA","27"
"2795","KONZELE","27"
"2796","NTOPOLA","27"
"2797","JANUARY","27"
"2798","JANGE","27"
"2799","BISENTI","27"
"2800","JAILOSI","27"
"2801","KULIMA","27"
"2802","DINALA","27"
"2803","LAMBIKI","27"
"2804","MOFATI","27"
"2805","MASACHE","27"
"2806","AMONI","27"
"2807","MLOOKA I","27"
"2808","MPASO","27"
"2809","JANI","27"
"2810","MLENGA","27"
"2811","SIMONI","27"
"2812","GAUYU","27"
"2813","SIITAFA","27"
"2814","KAPUTENI","27"
"2815","KHISIMISI","27"
"2816","MCHENGA","27"
"2817","CHOKWE","27"
"2818","LUMBE","27"
"2819","BATHYOLO","27"
"2820","LOLE","27"
"2821","BITONI","27"
"2822","TCHAPU","27"
"2823","MLOOKA II","27"
"2824","KANDIERO","27"
"2825","LOMBE II","27"
"2826","NDANDIKA","27"
"2827","MTUWA","27"
"2828","CHIKUNI","27"
"2829","THENESI","27"
"2830","JOE","27"
"2831","TCHALE","27"
"2832","LAPOZO","27"
"2833","GUNETA","27"
"2834","MCHEKA","27"
"2835","KAPITA","27"
"2836","TCHANJAYANI","27"
"2837","THENDO","27"
"2838","NTCHONJO","27"
"2839","SIBALEKWAO","27"
"2840","LADINA","27"
"2841","KOTONI","27"
"2842","SIMENTI","27"
"2843","ANDREW","27"
"2844","NTAPANDUWA","27"
"2845","MPHATSO","27"
"2846","KAPENGA","27"
"2847","PAULOSI","27"
"2848","MWADZAMANGA","27"
"2849","ANTHUACHINO II","27"
"2850","KADAKOLA","27"
"2851","MADALITSO","27"
"2852","KANCHEWERE","27"
"2853","NKOMYAOLOPA","27"
"2854","TIZOLA I","27"
"2855","TIZOLA II","27"
"2856","SINAMUNDA","27"
"2857","NG'OMBE","27"
"2858","THAYO","27"
"2859","BRIGHTON","27"
"2860","MPHAZAMPHOTE","27"
"2861","BWAKOMA","27"
"2862","MWANDICHIWA","27"
"2863","JUGA","27"
"2864","THAMUSENI","27"
"2865","KHULEYA","27"
"2866","KHEMBO","27"
"2867","PHINDA","27"
"2868","JEMUSI","27"
"2869","BELETHE","27"
"2870","NDAPANGA","27"
"2871","FULEDI","27"
"2872","BULEKI","27"
"2873","NYAKABOBO","27"
"2874","ZYEDI","27"
"2875","PHINIFOLO","27"
"2876","ZUWANEDI","27"
"2877","MPOVU","27"
"2878","LABU","27"
"2879","MULUNGUNZENDE","27"
"2880","KEYALA","27"
"2881","THUDZU","27"
"2882","BILIATI","27"
"2883","KANAVENTI","27"
"2884","VEGA","27"
"2885","CHABVI","27"
"2886","WILISON","27"
"2887","DANIWA","27"
"2888","MOSES","27"
"2889","BLACK","27"
"2890","MAFUNGA","27"
"2891","MOTO","27"
"2892","SINGANI","27"
"2893","UBALE","27"
"2894","JAKISONI","27"
"2895","JEKE","27"
"2896","MPAKASA","27"
"2897","OFESI","27"
"2898","GOVATI","27"
"2899","GILEMU","27"
"2900","MTAYAMANJA II","27"
"2901","SAVIELI","27"
"2902","SEMBA","27"
"2903","NYAMITHAMBO","27"
"2904","FOMBE","27"
"2905","ALIFINALI","27"
"2906","ALINDIAMAO","27"
"2907","KABU","27"
"2908","NAMKUMBA II","27"
"2909","JASITONI","27"
"2910","MAKHAZA","27"
"2911","NYADAUFE","27"
"2912","ALUFISHA","27"
"2913","TETHA","27"
"2914","PULUMELO","27"
"2915","MWANDIPATSA","27"
"2916","KAMBA","27"
"2917","GETINALA","27"
"2918","THAUZENI I","27"
"2919","THAUZENI II","27"
"2920","BILISIMU","27"
"2921","MAGANIZO","27"
"2922","MAILOSI","27"
"2923","MOSESI","27"
"2924","SULIYALI","27"
"2925","NANSETA","27"
"2926","BUBA","27"
"2927","NYAKAVUNDU","27"
"2928","WILE","27"
"2929","KAPADO","27"
"2930","SHEKI","27"
"2931","THAUZENI","27"
"2932","SIMBICHIDEU I","27"
"2933","SIMBICHIDEU II","27"
"2934","BRAITON","27"
"2935","GOLIATI","27"
"2936","PHAZAPHOTE","27"
"2937","CHILUZI","27"
"2938","MBESA","27"
"2939","CHILIMBIRI","27"
"2940","LUMENDA","27"
"2941","STOCK","27"
"2942","KABOTOLO","27"
"2943","YONASI","27"
"2944","NYAMPEMBA","27"
