"id","name","constituency_id","created_at","updated_at"
"363","Soche West","154","2019-02-12 07:06:16","2019-02-12 07:06:16"
"364","Green Corner","154","2019-02-12 07:06:16","2019-02-12 07:06:16"
"365","Blantyre South","154","2019-02-12 07:06:16","2019-02-12 07:06:16"
"366","Naotcha","154","2019-02-12 07:06:16","2019-02-12 07:06:16"
"367","Mapanga","155","2019-02-12 07:06:16","2019-02-12 07:06:16"
"368","Nkolokoti","155","2019-02-12 07:06:16","2019-02-12 07:06:16"
"369","Limbe Central","155","2019-02-12 07:06:16","2019-02-12 07:06:16"
"370","Bangwe Nthandizi","156","2019-02-12 07:06:16","2019-02-12 07:06:16"
"371","Mzedi","156","2019-02-12 07:06:16","2019-02-12 07:06:16"
"372","Bangwe","156","2019-02-12 07:06:16","2019-02-12 07:06:16"
"373","Namiyango","157","2019-02-12 07:06:16","2019-02-12 07:06:16"
"374","Chigumula","157","2019-02-12 07:06:17","2019-02-12 07:06:17"
"375","Misesa","157","2019-02-12 07:06:17","2019-02-12 07:06:17"
"376","Mzamba Nantipwiri","157","2019-02-12 07:06:17","2019-02-12 07:06:17"
"377","Makungwa","157","2019-02-12 07:06:17","2019-02-12 07:06:17"
"378","Blantyre City Central","158","2019-02-12 07:06:17","2019-02-12 07:06:17"
"379","Chilomoni","158","2019-02-12 07:06:17","2019-02-12 07:06:17"
"380","Chigwaja","158","2019-02-12 07:06:17","2019-02-12 07:06:17"
"381","Mbayani","159","2019-02-12 07:06:17","2019-02-12 07:06:17"
"382","Michiru","159","2019-02-12 07:06:17","2019-02-12 07:06:17"
"383","South Lunzu","159","2019-02-12 07:06:17","2019-02-12 07:06:17"
"384","Khudze","160","2019-02-12 07:06:17","2019-02-12 07:06:17"
"385","Mitseche","160","2019-02-12 07:06:17","2019-02-12 07:06:17"
"386","Thambani","161","2019-02-12 07:06:17","2019-02-12 07:06:17"
"387","Mpandadzi","161","2019-02-12 07:06:17","2019-02-12 07:06:17"
"388","Lisungwi","162","2019-02-12 07:06:17","2019-02-12 07:06:17"
"389","Ligowe","162","2019-02-12 07:06:17","2019-02-12 07:06:17"
"390","Chilimbondo","163","2019-02-12 07:06:17","2019-02-12 07:06:17"
"391","Chikonde","163","2019-02-12 07:06:17","2019-02-12 07:06:17"
"392","Makungwa","164","2019-02-12 07:06:17","2019-02-12 07:06:17"
"393","Mikolongwe","164","2019-02-12 07:06:17","2019-02-12 07:06:17"
"394","Masenjere","165","2019-02-12 07:06:17","2019-02-12 07:06:17"
"395","Didi","165","2019-02-12 07:06:17","2019-02-12 07:06:17"
"396","Khonjeni","166","2019-02-12 07:06:17","2019-02-12 07:06:17"
"397","Nchima","166","2019-02-12 07:06:17","2019-02-12 07:06:17"
"398","Thekerani","167","2019-02-12 07:06:17","2019-02-12 07:06:17"
"399","Mapanga","167","2019-02-12 07:06:17","2019-02-12 07:06:17"
"400","Magunda","168","2019-02-12 07:06:17","2019-02-12 07:06:17"
"401","Muonekera","168","2019-02-12 07:06:17","2019-02-12 07:06:17"
"402","Namadzi","169","2019-02-12 07:06:17","2019-02-12 07:06:17"
"403","Namisonga","169","2019-02-12 07:06:17","2019-02-12 07:06:17"
"404","Sambagaru","169","2019-02-12 07:06:17","2019-02-12 07:06:17"
"405","Lolo","169","2019-02-12 07:06:17","2019-02-12 07:06:17"
"406","Mthundu","169","2019-02-12 07:06:17","2019-02-12 07:06:17"
"407","Luchenza","169","2019-02-12 07:06:17","2019-02-12 07:06:17"
"408","Mapanga","169","2019-02-12 07:06:17","2019-02-12 07:06:17"
"409","Kapiri","169","2019-02-12 07:06:17","2019-02-12 07:06:17"
"410","Masambanjati","170","2019-02-12 07:06:17","2019-02-12 07:06:17"
"411","Namagazi","170","2019-02-12 07:06:17","2019-02-12 07:06:17"
"412","Thava","171","2019-02-12 07:06:17","2019-02-12 07:06:17"
"413","Dzimbiri","171","2019-02-12 07:06:17","2019-02-12 07:06:17"
"414","Mpasa","172","2019-02-12 07:06:17","2019-02-12 07:06:17"
"415","Likulezi","172","2019-02-12 07:06:17","2019-02-12 07:06:17"
"416","Machemba","173","2019-02-12 07:06:17","2019-02-12 07:06:17"
"417","Migowi","173","2019-02-12 07:06:17","2019-02-12 07:06:17"
"418","Khongoloni","174","2019-02-12 07:06:17","2019-02-12 07:06:17"
"419","Thundu","174","2019-02-12 07:06:17","2019-02-12 07:06:17"
"420","Chiringa","175","2019-02-12 07:06:17","2019-02-12 07:06:17"
"421","Sukasanje","175","2019-02-12 07:06:17","2019-02-12 07:06:17"
"422","Mauzi","176","2019-02-12 07:06:17","2019-02-12 07:06:17"
"423","Swang'oma","176","2019-02-12 07:06:17","2019-02-12 07:06:17"
"424","Mimosa","177","2019-02-12 07:06:17","2019-02-12 07:06:17"
"425","Milonde","177","2019-02-12 07:06:17","2019-02-12 07:06:17"
"426","Chitakale","178","2019-02-12 07:06:17","2019-02-12 07:06:17"
"427","Likhubula","178","2019-02-12 07:06:17","2019-02-12 07:06:17"
"428","Chisitu","179","2019-02-12 07:06:17","2019-02-12 07:06:17"
"429","Ntenjera","179","2019-02-12 07:06:17","2019-02-12 07:06:17"
"430","Muloza","180","2019-02-12 07:06:17","2019-02-12 07:06:17"
"431","Limbuli","180","2019-02-12 07:06:17","2019-02-12 07:06:17"
"432","Msikawanjala","181","2019-02-12 07:06:17","2019-02-12 07:06:17"
"433","Mkumbiza","181","2019-02-12 07:06:17","2019-02-12 07:06:17"
"434","Mulemba","182","2019-02-12 07:06:17","2019-02-12 07:06:17"
"435","Chikuli","182","2019-02-12 07:06:17","2019-02-12 07:06:17"
"436","Chole","183","2019-02-12 07:06:17","2019-02-12 07:06:17"
"437","Chambe","183","2019-02-12 07:06:17","2019-02-12 07:06:17"
"438","Nambilanje","184","2019-02-12 07:06:17","2019-02-12 07:06:17"
"439","Namboya","184","2019-02-12 07:06:17","2019-02-12 07:06:17"
"440","Mulomba","185","2019-02-12 07:06:17","2019-02-12 07:06:17"
"441","Mombezi","185","2019-02-12 07:06:17","2019-02-12 07:06:17"
"442","Kawanda","186","2019-02-12 07:06:17","2019-02-12 07:06:17"
"443","Nyakamba","186","2019-02-12 07:06:17","2019-02-12 07:06:17"
"444","Mikalango","187","2019-02-12 07:06:17","2019-02-12 07:06:17"
"445","Alumenda","187","2019-02-12 07:06:17","2019-02-12 07:06:17"
"446","Lengwe","188","2019-02-12 07:06:17","2019-02-12 07:06:17"
"447","Bwabwali","188","2019-02-12 07:06:17","2019-02-12 07:06:17"
"448","Mwamphanzi","189","2019-02-12 07:06:17","2019-02-12 07:06:17"
"449","Ndalanda","189","2019-02-12 07:06:17","2019-02-12 07:06:17"
"450","Makhwira North","190","2019-02-12 07:06:17","2019-02-12 07:06:17"
"451","Makhwira South","190","2019-02-12 07:06:17","2019-02-12 07:06:17"
"452","Chibisa","191","2019-02-12 07:06:17","2019-02-12 07:06:17"
"453","Chimwanjale","191","2019-02-12 07:06:17","2019-02-12 07:06:17"
"454","Nyachilenda","192","2019-02-12 07:06:17","2019-02-12 07:06:17"
"455","Matundu","192","2019-02-12 07:06:17","2019-02-12 07:06:17"
"456","Dinde","193","2019-02-12 07:06:17","2019-02-12 07:06:17"
"457","Chekelere","193","2019-02-12 07:06:17","2019-02-12 07:06:17"
"458","Chigumukire","194","2019-02-12 07:06:17","2019-02-12 07:06:17"
"459","Misamvu","194","2019-02-12 07:06:17","2019-02-12 07:06:17"
"460","Lalanje","195","2019-02-12 07:06:17","2019-02-12 07:06:17"
"461","Mlonda","195","2019-02-12 07:06:17","2019-02-12 07:06:17"
"462","Kalulu","196","2019-02-12 07:06:17","2019-02-12 07:06:17"
"463","Ruo","196","2019-02-12 07:06:17","2019-02-12 07:06:17"
"464","Area 18","89","2019-03-17 04:50:57","2019-03-17 04:50:57"
